fund_id,fonds,jaar,veld,database,verslag,actie,pagina,vindplaats
42,Zorgverzekeraars / SBZ (Health Insurers),2025,deelnemers_actief,,10786,gevuld,20,Actieve deelnemers 10.786 | 10.456
42,Zorgverzekeraars / SBZ (Health Insurers),2025,deelnemers_slapers,,23027,gevuld,20,Gewezen deelnemers 23.027 | 23.391
42,Zorgverzekeraars / SBZ (Health Insurers),2025,deelnemers_pensioengerechtigd,,10357,gevuld,20,Pensioengerechtigden 10.357 | 9.723
42,Zorgverzekeraars / SBZ (Health Insurers),2025,deelnemers_totaal,33129,44816,vervangen,20,Totaal 44.816 | 44.241
42,Zorgverzekeraars / SBZ (Health Insurers),2024,nominale_dekkingsgraad_pct,,119.4,gevuld,21,"Actuele dekkingsgraad 131,4% | 119,4%"
42,Zorgverzekeraars / SBZ (Health Insurers),2024,reele_dekkingsgraad_pct,,91.1,gevuld,44,"reële dekkingsgraad. Deze bedraagt ultimo 2025 95,4% (2024: 91,1%)"
43,Zuivel- en aanverwante industrie / BPZ (Dairy Industry),2025,beleggingsrendement_pct,-14.8,-14.29,vervangen,8,"Totaalrendement inclusief hedges -14,29% (2024: 9,13%)"
43,Zuivel- en aanverwante industrie / BPZ (Dairy Industry),2025,nominale_dekkingsgraad_pct,,127.9,gevuld,8,"Actuele dekkingsgraad per 31 december 127,9%"
43,Zuivel- en aanverwante industrie / BPZ (Dairy Industry),2025,reele_dekkingsgraad_pct,,84.1,gevuld,8,"Reële dekkingsgraad per 31 december 84,1%"
43,Zuivel- en aanverwante industrie / BPZ (Dairy Industry),2025,deelnemers_actief,1970,9914,vervangen,8,Aantal deelnemers (actief en voortgezet) 9.914
43,Zuivel- en aanverwante industrie / BPZ (Dairy Industry),2025,deelnemers_slapers,5267,5899,vervangen,8,Aantal gewezen deelnemers (slapers) 5.899
43,Zuivel- en aanverwante industrie / BPZ (Dairy Industry),2025,deelnemers_pensioengerechtigd,1377,1689,vervangen,8,Aantal pensioengerechtigden 1.689
43,Zuivel- en aanverwante industrie / BPZ (Dairy Industry),2025,deelnemers_totaal,8614,17502,vervangen,125,Mutatieoverzicht deelnemers: Stand per 31 december 2025 ... Totaal 17.502
43,Zuivel- en aanverwante industrie / BPZ (Dairy Industry),2024,nominale_dekkingsgraad_pct,,116.9,gevuld,8,"Actuele dekkingsgraad per 31 december 127,9%"
43,Zuivel- en aanverwante industrie / BPZ (Dairy Industry),2024,deelnemers_totaal,,16594,gevuld,125,Mutatieoverzicht deelnemers: Stand per 31 december 2025 ... Totaal 17.502
45,IBM (SPIN) / IBM Nederland,2025,nominale_dekkingsgraad_pct,,130.9,gevuld,13,"Actuele Dekkingsgraad 130,9% 130,5%"
45,IBM (SPIN) / IBM Nederland,2025,reele_dekkingsgraad_pct,,104.3,gevuld,13,"Reële dekkingsgraad 104,3% 107,8%"
45,IBM (SPIN) / IBM Nederland,2025,deelnemers_actief,,1134,gevuld,5,Actieve deelnemers 1.134 1.624
45,IBM (SPIN) / IBM Nederland,2025,deelnemers_slapers,65,5808,vervangen,5,Gewezen deelnemers 5.808 5.581
45,IBM (SPIN) / IBM Nederland,2025,deelnemers_pensioengerechtigd,1715,5691,vervangen,5,Pensioengerechtigden 5.691 5.618
45,IBM (SPIN) / IBM Nederland,2025,deelnemers_totaal,1791,12633,vervangen,5,Totaal 12.633 12.823
45,IBM (SPIN) / IBM Nederland,2024,nominale_dekkingsgraad_pct,,130.5,gevuld,13,"Actuele Dekkingsgraad 130,9% 130,5%"
45,IBM (SPIN) / IBM Nederland,2024,reele_dekkingsgraad_pct,,107.8,gevuld,13,"Reële dekkingsgraad 104,3% 107,8%"
46,IKEA (STIP),2025,beleidsdekkingsgraad_pct,143.0,143.8,vervangen,7,"Beleidsdekkingsgraad 143,8 132,7 133,1 (kop 31-12-2025 31-12-2024 31-12-2023)"
46,IKEA (STIP),2025,nominale_dekkingsgraad_pct,,153.7,gevuld,7,"Actuele dekkingsgraad 153,7 128,5 125,3"
46,IKEA (STIP),2025,reele_dekkingsgraad_pct,,98.2,gevuld,16,"De reële dekkingsgraad ultimo 2025 bedraagt 98,2% (2024: 95,5%)"
46,IKEA (STIP),2025,deelnemers_actief,16833,7497,vervangen,7,"Deelnemers 7.497 41,4 7.387 42,8 (kop Aantal 2025 % Aantal 2024 %)"
46,IKEA (STIP),2025,deelnemers_slapers,817,9696,vervangen,7,"Gewezen deelnemers 9.696 53,5 9.058 52,5"
46,IKEA (STIP),2025,deelnemers_pensioengerechtigd,817,935,vervangen,7,"Pensioengerechtigden 935 5,1 817 4,7"
46,IKEA (STIP),2025,deelnemers_totaal,18467,18128,vervangen,7,"18.128 100,0 17.262 100,0"
46,IKEA (STIP),2024,nominale_dekkingsgraad_pct,,128.5,gevuld,7,"Actuele dekkingsgraad 153,7 128,5 125,3"
46,IKEA (STIP),2024,reele_dekkingsgraad_pct,,95.5,gevuld,16,"De reële dekkingsgraad ultimo 2025 bedraagt 98,2% (2024: 95,5%)"
47,KLM Algemeen (Ground Staff),2025,nominale_dekkingsgraad_pct,,143.7,gevuld,5,"Nominale dekkingsgraad 143,7% 132,1% 130,2%"
47,KLM Algemeen (Ground Staff),2025,reele_dekkingsgraad_pct,,103.3,gevuld,5,"Reële dekkingsgraad 103,3% 89,5% 83,7%"
47,KLM Algemeen (Ground Staff),2024,nominale_dekkingsgraad_pct,,132.1,gevuld,5,"Nominale dekkingsgraad 143,7% 132,1% 130,2%"
47,KLM Algemeen (Ground Staff),2024,reele_dekkingsgraad_pct,,89.5,gevuld,5,"Reële dekkingsgraad 103,3% 89,5% 83,7%"
48,KLM Cabinepersoneel (Cabin Crew),2025,beleggingsrendement_pct,-3.7,-4.2,vervangen,3,"Totaalrendement -4,2% 9,0% (kolommen 2025 2024)"
48,KLM Cabinepersoneel (Cabin Crew),2025,nominale_dekkingsgraad_pct,,132.7,gevuld,3,"Actuele dekkingsgraad 132,7% 120,1%"
48,KLM Cabinepersoneel (Cabin Crew),2025,reele_dekkingsgraad_pct,,95.4,gevuld,100,"De reële dekkingsgraad bedraagt 95,4% (2024: 80,0%)"
48,KLM Cabinepersoneel (Cabin Crew),2024,nominale_dekkingsgraad_pct,,120.1,gevuld,3,"Actuele dekkingsgraad 132,7% 120,1%"
48,KLM Cabinepersoneel (Cabin Crew),2024,reele_dekkingsgraad_pct,,80.0,gevuld,100,"De reële dekkingsgraad bedraagt 95,4% (2024: 80,0%)"
49,KLM Vliegend Personeel (Flight Crew),2025,beleidsdekkingsgraad_pct,160.0,157.8,vervangen,6,"Beleidsdekkingsgraad 157,8% 161,5%"
49,KLM Vliegend Personeel (Flight Crew),2025,nominale_dekkingsgraad_pct,,158.2,gevuld,6,"Nominale dekkingsgraad 158,2% 152,5%"
49,KLM Vliegend Personeel (Flight Crew),2025,reele_dekkingsgraad_pct,,115.1,gevuld,6,"Reële dekkingsgraad 115,1% 104,4%"
49,KLM Vliegend Personeel (Flight Crew),2025,deelnemers_actief,3440,3603,vervangen,6,Aantal actieve deelnemers 3.603 3.440
49,KLM Vliegend Personeel (Flight Crew),2025,deelnemers_slapers,85,73,vervangen,6,Aantal gewezen deelnemers 73 85
49,KLM Vliegend Personeel (Flight Crew),2025,deelnemers_pensioengerechtigd,2449,2494,vervangen,6,Aantal pensioengerechtigden 2.494 2.449
49,KLM Vliegend Personeel (Flight Crew),2025,deelnemers_totaal,5974,6170,vervangen,6,Totaal 6.170 5.974
49,KLM Vliegend Personeel (Flight Crew),2024,nominale_dekkingsgraad_pct,,152.5,gevuld,6,"Nominale dekkingsgraad 158,2% 152,5%"
49,KLM Vliegend Personeel (Flight Crew),2024,reele_dekkingsgraad_pct,,104.4,gevuld,6,"Reële dekkingsgraad 115,1% 104,4%"
49,KLM Vliegend Personeel (Flight Crew),2024,deelnemers_actief,,3440,gevuld,6,Aantal actieve deelnemers 3.603 3.440
50,Mediahuis Nederland (Mhpf),2025,nominale_dekkingsgraad_pct,,129.0,gevuld,8,"Actuele dekkingsgraad 129,0% 121,8%"
50,Mediahuis Nederland (Mhpf),2025,reele_dekkingsgraad_pct,,93.2,gevuld,12,"Reële dekkingsgraad 93,2% 90,1%"
50,Mediahuis Nederland (Mhpf),2025,deelnemers_actief,,1045,gevuld,8,Actieve deelnemers 1.045 1.019
50,Mediahuis Nederland (Mhpf),2025,deelnemers_slapers,,4214,gevuld,8,Gewezen deelnemers 4.214 4.246
50,Mediahuis Nederland (Mhpf),2025,deelnemers_pensioengerechtigd,,2147,gevuld,8,Pensioengerechtigden 2.147 2.044
50,Mediahuis Nederland (Mhpf),2025,deelnemers_totaal,,7406,gevuld,8,Totaal 7.406 7.309
50,Mediahuis Nederland (Mhpf),2024,nominale_dekkingsgraad_pct,,121.8,gevuld,8,"Actuele dekkingsgraad 129,0% 121,8%"
50,Mediahuis Nederland (Mhpf),2024,reele_dekkingsgraad_pct,,90.1,gevuld,12,"Reële dekkingsgraad 93,2% 90,1%"
50,Mediahuis Nederland (Mhpf),2024,deelnemers_actief,,1019,gevuld,8,Actieve deelnemers 1.045 1.019
50,Mediahuis Nederland (Mhpf),2024,deelnemers_slapers,,4246,gevuld,8,Gewezen deelnemers 4.214 4.246
50,Mediahuis Nederland (Mhpf),2024,deelnemers_pensioengerechtigd,,2044,gevuld,8,Pensioengerechtigden 2.147 2.044
50,Mediahuis Nederland (Mhpf),2024,deelnemers_totaal,,7309,gevuld,8,Totaal 7.406 7.309
51,Shell (SSPF),2025,nominale_dekkingsgraad_pct,,135.9,gevuld,76,"De dekkingsgraad ultimo 2025 is 135,9%"
51,Shell (SSPF),2025,deelnemers_actief,,4111,gevuld,41,Actieve deelnemers 2025 4.111 | 2024 4.882
51,Shell (SSPF),2025,deelnemers_slapers,,6377,gevuld,41,Gewezen deelnemers 2025 6.377 | 2024 6.195
51,Shell (SSPF),2025,deelnemers_pensioengerechtigd,,18532,gevuld,41,Ingegane pensioenen 2025 18.532 | 2024 18.604
51,Shell (SSPF),2025,deelnemers_totaal,,29020,gevuld,41,Totaal 2025 29.020 | 2024 29.681
51,Shell (SSPF),2024,nominale_dekkingsgraad_pct,,129.1,gevuld,76,"De dekkingsgraad ultimo 2025 is 135,9%"
51,Shell (SSPF),2024,deelnemers_pensioengerechtigd,,18604,gevuld,41,Ingegane pensioenen 2025 18.532 | 2024 18.604
56,Foodservice & Groothandel in Levensmiddelen (Foodservice & Wholesale),2025,beleggingsrendement_pct,1.3,-11.0,vervangen,7,"Beleggingsrendement -11,0% 8,80%"
56,Foodservice & Groothandel in Levensmiddelen (Foodservice & Wholesale),2025,beleidsdekkingsgraad_pct,112.0,126.1,vervangen,7,"Beleidsdekkingsgraad 126,1% 120,5%"
56,Foodservice & Groothandel in Levensmiddelen (Foodservice & Wholesale),2025,nominale_dekkingsgraad_pct,,130.6,gevuld,7,"Dekkingsgraad 130,6% 119,3%"
56,Foodservice & Groothandel in Levensmiddelen (Foodservice & Wholesale),2025,reele_dekkingsgraad_pct,,88.8,gevuld,13,"Ultimo 2025 bedroeg de reële dekkingsgraad 88,80% (ultimo 2024 was dit 88,20%)"
56,Foodservice & Groothandel in Levensmiddelen (Foodservice & Wholesale),2025,vereiste_dekkingsgraad_pct,106.9,111.9,vervangen,80,"Vereiste dekkingsgraad (strategische verdeling) 111,9% 111,6%"
56,Foodservice & Groothandel in Levensmiddelen (Foodservice & Wholesale),2025,aum_euro_bn,0.331,1.849721,vervangen,7,Belegd vermogen (in duizenden euro) 1.849.721 2.005.546
56,Foodservice & Groothandel in Levensmiddelen (Foodservice & Wholesale),2025,deelnemers_actief,,22240,gevuld,7,Deelnemers 22.240 21.754
56,Foodservice & Groothandel in Levensmiddelen (Foodservice & Wholesale),2025,deelnemers_slapers,35373,37259,vervangen,7,Gewezen deelnemers 37.259 35.373
56,Foodservice & Groothandel in Levensmiddelen (Foodservice & Wholesale),2025,deelnemers_pensioengerechtigd,12123,12695,vervangen,7,Pensioengerechtigden 12.695 12.123
56,Foodservice & Groothandel in Levensmiddelen (Foodservice & Wholesale),2025,deelnemers_totaal,47514,72194,vervangen,7,Totaal 72.194 69.250
56,Foodservice & Groothandel in Levensmiddelen (Foodservice & Wholesale),2024,nominale_dekkingsgraad_pct,,119.3,gevuld,7,"Dekkingsgraad 130,6% 119,3%"
56,Foodservice & Groothandel in Levensmiddelen (Foodservice & Wholesale),2024,reele_dekkingsgraad_pct,,88.2,gevuld,13,"Ultimo 2025 bedroeg de reële dekkingsgraad 88,80% (ultimo 2024 was dit 88,20%)"
56,Foodservice & Groothandel in Levensmiddelen (Foodservice & Wholesale),2024,deelnemers_actief,,21754,gevuld,7,Deelnemers 22.240 21.754
57,Media PNO (Creative and Digital Sector),2025,nominale_dekkingsgraad_pct,,128.8,gevuld,8,"Actuele dekkingsgraad 128,8% 114,2%"
57,Media PNO (Creative and Digital Sector),2025,reele_dekkingsgraad_pct,,88.3,gevuld,13,"De reële dekkingsgraad bedraagt voor PNO Media 88,3%."
57,Media PNO (Creative and Digital Sector),2025,vereiste_dekkingsgraad_pct,117.3,117.9,vervangen,13,"volgens het financieel toetsingskader vereiste dekkingsgraad van 117,9 %"
57,Media PNO (Creative and Digital Sector),2025,deelnemers_actief,200,22263,vervangen,8,Deelnemers 22.263 22.464
57,Media PNO (Creative and Digital Sector),2025,deelnemers_slapers,35520,36785,vervangen,8,Gewezen deelnemers 36.785 35.520
57,Media PNO (Creative and Digital Sector),2025,deelnemers_pensioengerechtigd,21,12090,vervangen,8,Pensioengerechtigden 12.090 11.589
57,Media PNO (Creative and Digital Sector),2024,nominale_dekkingsgraad_pct,,114.2,gevuld,8,"Actuele dekkingsgraad 128,8% 114,2%"
57,Media PNO (Creative and Digital Sector),2024,deelnemers_actief,,22464,gevuld,8,Deelnemers 22.263 22.464
58,Metalektro / PME,2025,nominale_dekkingsgraad_pct,,125.3,gevuld,10,"Dekkingsgraad (D = C / A) 2025 125,3% | 2024 113,0%"
58,Metalektro / PME,2024,nominale_dekkingsgraad_pct,,113.0,gevuld,10,"Dekkingsgraad (D = C / A) 2025 125,3% | 2024 113,0%"
60,"Schilders-, Afwerkings- en Glaszetbedrijf (Painters and Glaziers)",2025,nominale_dekkingsgraad_pct,,150.7,gevuld,7,"Actuele dekkingsgraad (in %) 150,7 131,2 125,0"
60,"Schilders-, Afwerkings- en Glaszetbedrijf (Painters and Glaziers)",2025,reele_dekkingsgraad_pct,,102.7,gevuld,7,"Reële dekkingsgraad (in %) 102,7 97,5 94,1"
60,"Schilders-, Afwerkings- en Glaszetbedrijf (Painters and Glaziers)",2025,vereiste_dekkingsgraad_pct,119.5,121.2,vervangen,7,"Vereiste dekkingsgraad volgens FTK (in %) 121,2 121,8 119,7"
60,"Schilders-, Afwerkings- en Glaszetbedrijf (Painters and Glaziers)",2025,deelnemers_actief,103000,34560,vervangen,7,Actieve deelnemers 34.560 34.465 34.685
60,"Schilders-, Afwerkings- en Glaszetbedrijf (Painters and Glaziers)",2025,deelnemers_totaal,171322,102989,vervangen,7,Totaal 102.989 102.787 103.420
60,"Schilders-, Afwerkings- en Glaszetbedrijf (Painters and Glaziers)",2024,nominale_dekkingsgraad_pct,,131.2,gevuld,7,"Actuele dekkingsgraad (in %) 150,7 131,2 125,0"
61,Schoonmaak- en Glazenwassersbedrijf,2025,beleggingsrendement_pct,,-1.8,gevuld,6,"Beleggingsrendement, incl. risicoafdekking -1,8% 7,5%"
61,Schoonmaak- en Glazenwassersbedrijf,2025,beleidsdekkingsgraad_pct,,123.3,gevuld,6,"Beleidsdekkingsgraad 123,3% 113,2%"
61,Schoonmaak- en Glazenwassersbedrijf,2025,nominale_dekkingsgraad_pct,,132.0,gevuld,6,"Aanwezige dekkingsgraad 132,0% 113,8%"
61,Schoonmaak- en Glazenwassersbedrijf,2025,reele_dekkingsgraad_pct,,88.8,gevuld,6,"Reële dekkingsgraad 88,8% 83,6%"
61,Schoonmaak- en Glazenwassersbedrijf,2025,vereiste_dekkingsgraad_pct,,118.8,gevuld,6,"Vereiste dekkingsgraad 118,8% 116,4%"
61,Schoonmaak- en Glazenwassersbedrijf,2025,aum_euro_bn,,6.779873,gevuld,6,Belegd vermogen (bedragen in € 1.000) 6.779.873 6.715.842
61,Schoonmaak- en Glazenwassersbedrijf,2025,deelnemers_actief,,118706,gevuld,5,Aantal actieve deelnemers einde jaar 118.706 116.644
61,Schoonmaak- en Glazenwassersbedrijf,2025,deelnemers_slapers,,291973,gevuld,5,Aantal gewezen deelnemers einde jaar 291.973 278.717
61,Schoonmaak- en Glazenwassersbedrijf,2025,deelnemers_pensioengerechtigd,,47552,gevuld,85,"Pensioengerechtigden 47.552 ... 43.963 (aantal, specificatie voorziening naar categorieën)"
61,Schoonmaak- en Glazenwassersbedrijf,2024,nominale_dekkingsgraad_pct,,113.8,gevuld,6,"Aanwezige dekkingsgraad 132,0% 113,8%"
62,"Vlakglas, Verf, Glasbewerking- en het Glazeniersbedrijf / BPFV (Flat Glass, Paint, and Glazing)",2025,beleggingsrendement_pct,-7.5,-7.35,vervangen,8,"Totale portefeuille rendement in % -7,35 10,96 9,23 (kop 2025 2024 2023)"
62,"Vlakglas, Verf, Glasbewerking- en het Glazeniersbedrijf / BPFV (Flat Glass, Paint, and Glazing)",2025,nominale_dekkingsgraad_pct,,132.0,gevuld,8,"Aanwezige dekkingsgraad 132,0% 120,9% 116,2%"
62,"Vlakglas, Verf, Glasbewerking- en het Glazeniersbedrijf / BPFV (Flat Glass, Paint, and Glazing)",2025,reele_dekkingsgraad_pct,,91.8,gevuld,8,"Reële dekkingsgraad 91,8% 88,8% 82,6%"
62,"Vlakglas, Verf, Glasbewerking- en het Glazeniersbedrijf / BPFV (Flat Glass, Paint, and Glazing)",2025,vereiste_dekkingsgraad_pct,107.2,108.7,vervangen,8,"Vereiste dekkingsgraad 108,7% 115,8% 115,7%"
62,"Vlakglas, Verf, Glasbewerking- en het Glazeniersbedrijf / BPFV (Flat Glass, Paint, and Glazing)",2025,deelnemers_actief,,12591,gevuld,7,Deelnemers (incl. arbeidsongeschikten) 12.591 12.474 12.472
62,"Vlakglas, Verf, Glasbewerking- en het Glazeniersbedrijf / BPFV (Flat Glass, Paint, and Glazing)",2025,deelnemers_slapers,26707,27186,vervangen,7,Gewezen deelnemers 27.186 26.707 26.485
62,"Vlakglas, Verf, Glasbewerking- en het Glazeniersbedrijf / BPFV (Flat Glass, Paint, and Glazing)",2025,deelnemers_pensioengerechtigd,11,10811,vervangen,7,Pensioengerechtigden 10.811 10.281 9.802
62,"Vlakglas, Verf, Glasbewerking- en het Glazeniersbedrijf / BPFV (Flat Glass, Paint, and Glazing)",2025,deelnemers_totaal,26729,50588,vervangen,7,Totaal aantal verzekerden 50.588 49.462 48.759
62,"Vlakglas, Verf, Glasbewerking- en het Glazeniersbedrijf / BPFV (Flat Glass, Paint, and Glazing)",2024,nominale_dekkingsgraad_pct,,120.9,gevuld,8,"Aanwezige dekkingsgraad 132,0% 120,9% 116,2%"
62,"Vlakglas, Verf, Glasbewerking- en het Glazeniersbedrijf / BPFV (Flat Glass, Paint, and Glazing)",2024,reele_dekkingsgraad_pct,,88.8,gevuld,8,"Reële dekkingsgraad 91,8% 88,8% 82,6%"
62,"Vlakglas, Verf, Glasbewerking- en het Glazeniersbedrijf / BPFV (Flat Glass, Paint, and Glazing)",2024,deelnemers_actief,,12474,gevuld,7,Deelnemers (incl. arbeidsongeschikten) 12.591 12.474 12.472
62,"Vlakglas, Verf, Glasbewerking- en het Glazeniersbedrijf / BPFV (Flat Glass, Paint, and Glazing)",2024,deelnemers_slapers,,26707,gevuld,7,Gewezen deelnemers 27.186 26.707 26.485
62,"Vlakglas, Verf, Glasbewerking- en het Glazeniersbedrijf / BPFV (Flat Glass, Paint, and Glazing)",2024,deelnemers_pensioengerechtigd,,10281,gevuld,7,Pensioengerechtigden 10.811 10.281 9.802
62,"Vlakglas, Verf, Glasbewerking- en het Glazeniersbedrijf / BPFV (Flat Glass, Paint, and Glazing)",2024,deelnemers_totaal,,49462,gevuld,7,Totaal aantal verzekerden 50.588 49.462 48.759
63,"Vlees, Vleeswaren, Gemaksvoeding en Pluimveevlees / VLEP (Meat and Poultry)",2025,nominale_dekkingsgraad_pct,,130.5,gevuld,8,"Aanwezige dekkingsgraad 130,5% 114,7%"
63,"Vlees, Vleeswaren, Gemaksvoeding en Pluimveevlees / VLEP (Meat and Poultry)",2025,reele_dekkingsgraad_pct,,87.9,gevuld,8,"Reële dekkingsgraad 87,9% 84,7%"
63,"Vlees, Vleeswaren, Gemaksvoeding en Pluimveevlees / VLEP (Meat and Poultry)",2025,deelnemers_actief,28397,28899,vervangen,7,Actieve deelnemers (inclusief arbeidsongeschikten) 28.899 28.397
63,"Vlees, Vleeswaren, Gemaksvoeding en Pluimveevlees / VLEP (Meat and Poultry)",2025,deelnemers_slapers,91990,95797,vervangen,7,Gewezen deelnemers 95.797 91.990
63,"Vlees, Vleeswaren, Gemaksvoeding en Pluimveevlees / VLEP (Meat and Poultry)",2025,deelnemers_pensioengerechtigd,16969,17874,vervangen,7,Pensioengerechtigden 17.874 16.969
63,"Vlees, Vleeswaren, Gemaksvoeding en Pluimveevlees / VLEP (Meat and Poultry)",2025,deelnemers_totaal,137356,142570,vervangen,7,Totaal 142.570 137.356
63,"Vlees, Vleeswaren, Gemaksvoeding en Pluimveevlees / VLEP (Meat and Poultry)",2024,nominale_dekkingsgraad_pct,,114.7,gevuld,8,"Aanwezige dekkingsgraad 130,5% 114,7%"
63,"Vlees, Vleeswaren, Gemaksvoeding en Pluimveevlees / VLEP (Meat and Poultry)",2024,reele_dekkingsgraad_pct,,84.7,gevuld,8,"Reële dekkingsgraad 87,9% 84,7%"
65,Centraal Beheer APF,2025,aum_euro_bn,,7.742535,gevuld,13,Kerncĳfers Centraal Beheer APF: Totaal belegd vermogen 7.742.535 7.573.757 (x € 1.000; kop 31-12-2025 31-12-2024)
65,Centraal Beheer APF,2025,deelnemers_actief,,33380,gevuld,13,Actieven en arbeidsongeschikten 33.380 34.623
65,Centraal Beheer APF,2025,deelnemers_slapers,,46154,gevuld,13,Gewezen deelnemers 46.154 42.037
65,Centraal Beheer APF,2025,deelnemers_pensioengerechtigd,,11232,gevuld,13,Pensioengerechtigden 11.232 10.273
65,Centraal Beheer APF,2025,deelnemers_totaal,,90766,gevuld,13,Totaal aantal deelnemers 90.766 86.933
65,Centraal Beheer APF,2024,aum_euro_bn,,7.573757,gevuld,13,Kerncĳfers Centraal Beheer APF: Totaal belegd vermogen 7.742.535 7.573.757 (x € 1.000; kop 31-12-2025 31-12-2024)
65,Centraal Beheer APF,2024,deelnemers_actief,,34623,gevuld,13,Actieven en arbeidsongeschikten 33.380 34.623
65,Centraal Beheer APF,2024,deelnemers_slapers,,42037,gevuld,13,Gewezen deelnemers 46.154 42.037
65,Centraal Beheer APF,2024,deelnemers_pensioengerechtigd,,10273,gevuld,13,Pensioengerechtigden 11.232 10.273
65,Centraal Beheer APF,2024,deelnemers_totaal,,86933,gevuld,13,Totaal aantal deelnemers 90.766 86.933
66,De Nationale APF,2025,aum_euro_bn,,3.645,gevuld,9,Beheerd vermogen (in mln) 3.645
66,De Nationale APF,2025,deelnemers_actief,6760,7091,vervangen,9,Actieve deelnemers 7.091
66,De Nationale APF,2025,deelnemers_pensioengerechtigd,6984,7314,vervangen,9,Pensioengerechtigden 7.314
66,De Nationale APF,2025,deelnemers_totaal,,35308,gevuld,9,Totaal 35.308
66,De Nationale APF,2024,aum_euro_bn,,3.778,gevuld,9,Beheerd vermogen (in mln) 3.645
66,De Nationale APF,2024,deelnemers_actief,,6760,gevuld,9,Actieve deelnemers 7.091
66,De Nationale APF,2024,deelnemers_pensioengerechtigd,,6984,gevuld,9,Pensioengerechtigden 7.314
66,De Nationale APF,2024,deelnemers_totaal,,34558,gevuld,9,Totaal 35.308
70,Abbott / Abbott Nederland,2025,nominale_dekkingsgraad_pct,,148.9,gevuld,14,"Aanwezige dekkingsgraad 148,9% 127,5% 128,5%"
70,Abbott / Abbott Nederland,2025,reele_dekkingsgraad_pct,,94.5,gevuld,14,"Reële dekkingsgraad 94,5% 97,2% 95,6%"
71,ABN AMRO,2025,nominale_dekkingsgraad_pct,,130.5,gevuld,115,"Nominale dekkingsgraad 130,5% | 124,7%"
71,ABN AMRO,2025,reele_dekkingsgraad_pct,,93,gevuld,6,Reële dekkingsgraad 93% (2025) | 94% (2024)
71,ABN AMRO,2025,deelnemers_actief,,21205,gevuld,6,Deelnemers 21.205 | 21.136
71,ABN AMRO,2025,deelnemers_slapers,51894,50967,vervangen,6,Gewezen deelnemers 50.967 | 51.894
71,ABN AMRO,2025,deelnemers_pensioengerechtigd,31258,32656,vervangen,6,Pensioengerechtigden 32.656 | 31.258
71,ABN AMRO,2025,deelnemers_totaal,83196,104828,vervangen,6,Totaal 104.828 | 104.288
72,Achmea,2025,nominale_dekkingsgraad_pct,,147.8,gevuld,8,"Actuele dekkingsgraad 147,8 133,1 132,6"
72,Achmea,2025,reele_dekkingsgraad_pct,,102.3,gevuld,51,"Wettelijke reële dekkingsgraad 102,3 100,9 100,5 (kop 31-12-2025 31-12-2024)"
72,Achmea,2025,deelnemers_actief,12358,12829,vervangen,8,Actieve deelnemers 12.829 12.358 12.135
72,Achmea,2025,deelnemers_pensioengerechtigd,8139,8743,vervangen,8,Pensioengerechtigden 8.743 8.139 7.628
72,Achmea,2025,deelnemers_totaal,40103,41074,vervangen,8,41.074 40.103 39.448 (totaalregel zonder label)
72,Achmea,2024,nominale_dekkingsgraad_pct,,133.1,gevuld,8,"Actuele dekkingsgraad 147,8 133,1 132,6"
72,Achmea,2024,reele_dekkingsgraad_pct,,100.9,gevuld,51,"Wettelijke reële dekkingsgraad 102,3 100,9 100,5 (kop 31-12-2025 31-12-2024)"
73,Ahold Delhaize,2025,nominale_dekkingsgraad_pct,,139.9,gevuld,94,"Eind 2025 bedroeg de maandelijkse dekkingsgraad 139,9% (2024: 128,1%)."
73,Ahold Delhaize,2025,reele_dekkingsgraad_pct,,94.7,gevuld,96,"Per eind 2025 is de reële dekkingsgraad van Ahold Delhaize Pensioen gelijk aan 94,7% (2024: 91,0%)."
73,Ahold Delhaize,2025,deelnemers_actief,61885,62728,vervangen,93,Deelnemers 62.728 | 61.885
73,Ahold Delhaize,2025,deelnemers_slapers,51743,52548,vervangen,93,Gewezen deelnemers 52.548 | 51.743
73,Ahold Delhaize,2025,deelnemers_pensioengerechtigd,13875,14492,vervangen,93,Pensioengerechtigden 14.492 | 13.875
73,Ahold Delhaize,2025,deelnemers_totaal,127503,129768,vervangen,93,Totaal 129.768 | 127.503
73,Ahold Delhaize,2024,nominale_dekkingsgraad_pct,,128.1,gevuld,94,"Eind 2025 bedroeg de maandelijkse dekkingsgraad 139,9% (2024: 128,1%)."
73,Ahold Delhaize,2024,reele_dekkingsgraad_pct,,91.0,gevuld,96,"Per eind 2025 is de reële dekkingsgraad van Ahold Delhaize Pensioen gelijk aan 94,7% (2024: 91,0%)."
73,Ahold Delhaize,2024,deelnemers_actief,,61885,gevuld,93,Deelnemers 62.728 | 61.885
73,Ahold Delhaize,2024,deelnemers_slapers,,51743,gevuld,93,Gewezen deelnemers 52.548 | 51.743
73,Ahold Delhaize,2024,deelnemers_pensioengerechtigd,,13875,gevuld,93,Pensioengerechtigden 14.492 | 13.875
73,Ahold Delhaize,2024,deelnemers_totaal,,127503,gevuld,93,Totaal 129.768 | 127.503
74,Alliance,2025,beleggingsrendement_pct,-2.1,-2.33,vervangen,39,"Het totale fondsrendement bedroeg in 2025 -2,33% (inclusief valutahedge)"
74,Alliance,2025,nominale_dekkingsgraad_pct,,131.7,gevuld,10,"Actuele dekkingsgraad 131,7 120,2"
