fund_id,fonds,jaar,veld,database,verslag,actie,pagina,vindplaats,tweede_lezing
136,Vopak,2025,rente_afdekking_pct,69.7,64.7,ter_beoordeling,66,"Eind 2025 bedraagt de afdekking van het renterisico op basis van de swapcurve 64,7% (eind 2024 was dit 69,5%)",voorstel_klopt
136,Vopak,2025,aum_euro_bn,1.259,1.197321,ter_beoordeling,3,Beleggingen voor risico pensioenfonds 1.197.321 1.243.375 (Bedragen in EUR 1.000),voorstel_klopt
163,Kring AFM (De Nationale),2025,rente_afdekking_pct,77.6,72.2,ter_beoordeling,342,"De werkelijke afdekking van het renterisico op basis van de DNB-systematiek is 72,2%",voorstel_klopt
163,Kring AFM (De Nationale),2024,reele_dekkingsgraad_pct,,86.2,gevuld,128,"Reële dekkingsgraad 89,3%",niet_nagelezen
164,Kring ANWB (De Nationale),2025,rente_afdekking_pct,87.8,77.9,ter_beoordeling,372,"De werkelijke afdekking van het renterisico op basis van de DNB-systematiek is 77,9%",voorstel_klopt
164,Kring ANWB (De Nationale),2025,aum_euro_bn,1.726,1.671473,ter_beoordeling,16,Belegd vermogen 1.671.473 (Financiële gegevens in duizenden euro),voorstel_klopt
164,Kring ANWB (De Nationale),2024,reele_dekkingsgraad_pct,,87.2,gevuld,147,"Reële dekkingsgraad 92,1%",niet_nagelezen
165,Kring Arcadis (Hnp),2025,rente_afdekking_pct,89.5,86.3,ter_beoordeling,149,"De feitelĳke afdekking per ultimo 2025 bedroeg 86,3%",voorstel_klopt
166,Kring B (De Nationale),2025,rente_afdekking_pct,79.3,77.1,ter_beoordeling,244,"De werkelijke afdekking van het renterisico op basis van de DNB-systematiek is 77,1%",voorstel_klopt
166,Kring B (De Nationale),2024,reele_dekkingsgraad_pct,,84.6,gevuld,70,"Reële dekkingsgraad 87,1%",niet_nagelezen
167,Kring CK1 (Hnp),2025,rente_afdekking_pct,83.6,82.6,ter_beoordeling,86,"De feitelĳke renteafdekking per ultimo 2025 bedroeg 82,6%, inclusief de indexatie van 0,27%",voorstel_klopt
167,Kring CK1 (Hnp),2025,aum_euro_bn,0.487,0.45853,ter_beoordeling,8,Totaal beleggingen 458.530 495.024 (x EUR 1.000),voorstel_klopt
168,Kring D (De Nationale),2025,rente_afdekking_pct,77.1,73.7,ter_beoordeling,272,"De werkelijke afdekking van het renterisico op basis van de DNB-systematiek is 73,7%",voorstel_klopt
168,Kring D (De Nationale),2024,reele_dekkingsgraad_pct,,83.7,gevuld,86,"Reële dekkingsgraad 88,4%",niet_nagelezen
169,Kring A / AZL en Unisys (De Nationale),2025,rente_afdekking_pct,80.9,75.6,ter_beoordeling,214,"De werkelijke afdekking van het renterisico op basis van de DNB-systematiek is 75,6%",voorstel_klopt
169,Kring A / AZL en Unisys (De Nationale),2024,reele_dekkingsgraad_pct,,90.7,gevuld,53,"Reële dekkingsgraad 94,1%",niet_nagelezen
171,Kring Eastman (Stap),2025,aum_euro_bn,0.177,0.218835,ter_beoordeling,60,Balans (bedragen x € 1.000) Beleggingen voor risico Pensioenkring Eastman 218.835 / 218.813,voorstel_klopt
171,Kring Eastman (Stap),2024,deelnemers_actief,,249,gevuld,5,Actieven en arbeidsongeschikten 244 249 278,niet_nagelezen
171,Kring Eastman (Stap),2024,deelnemers_slapers,,733,gevuld,5,Gewezen deelnemers 745 733 722,niet_nagelezen
171,Kring Eastman (Stap),2024,deelnemers_pensioengerechtigd,,138,gevuld,5,Pensioengerechtigden 150 138 120,niet_nagelezen
173,Kring McCain (De Nationale),2025,rente_afdekking_pct,77.1,72.2,ter_beoordeling,315,"De werkelijke afdekking van het renterisico op basis van de DNB-systematiek is 72,2%",voorstel_klopt
173,Kring McCain (De Nationale),2024,reele_dekkingsgraad_pct,,87.7,gevuld,112,"Reële dekkingsgraad 89,3%",niet_nagelezen
174,Kring Progress (Unilever),2025,rente_afdekking_pct,93.2,93,ter_beoordeling,106,Progress: ongeveer 93% van de rentemismatch (rentegevoeligheid van de kring) afgedekt. Per eind 2024 was dit ongeveer 91%.,voorstel_klopt
175,Kring Roba (Hnp),2025,rente_afdekking_pct,106.1,103.8,ter_beoordeling,321,"De feitelĳke afdekking per ultimo 2025 bedroeg 103,8%. Die afwĳking valt buiten de toegestane bandbreedte",voorstel_klopt
175,Kring Roba (Hnp),2025,aum_euro_bn,0.198,0.186975,ter_beoordeling,24,Totaal beleggingen 186.975 210.119 (x EUR 1.000),voorstel_klopt
176,Kring SVG (Stap),2025,rente_afdekking_pct,101.6,100.0,ter_beoordeling,28,Gedurende 2025 is de strategische afdekking van het renterisico onveranderd 100% geweest.,niet_te_bepalen
176,Kring SVG (Stap),2025,aum_euro_bn,0.56,0.608416,ter_beoordeling,58,Beleggingen voor risico Pensioenkring SVG 608.416 627.677 (bedragen x € 1.000),voorstel_klopt
177,"Staples (SPS, in liquidatie)",2024,deelnemers_actief,,33,gevuld,5,Actieve deelnemers - 33 38,niet_nagelezen
177,"Staples (SPS, in liquidatie)",2024,deelnemers_slapers,,3240,gevuld,5,Gewezen deelnemers - 3.240 3.435,niet_nagelezen
177,"Staples (SPS, in liquidatie)",2024,deelnemers_pensioengerechtigd,,4158,gevuld,5,Pensioengerechtigden - 4.158 4.187,niet_nagelezen
177,"Staples (SPS, in liquidatie)",2024,deelnemers_totaal,,7431,gevuld,5,Totaal - 7.431 7.660,niet_nagelezen
181,Oak,2025,rente_afdekking_pct,83.8,80.0,ter_beoordeling,164,De afdekking van het renterisico bedraagt 80%.,voorstel_klopt
183,Pensioenkring 2 (Stap),2025,rente_afdekking_pct,86.0,85.0,ter_beoordeling,32,"Gedurende 2025 is de strategische mate van afdekking van het renterisico verhoogd van 70,0% naar 85,0%.",niet_te_bepalen
183,Pensioenkring 2 (Stap),2025,aum_euro_bn,0.829,0.961065,ter_beoordeling,63,Beleggingen voor risico Multi-client Pensioenkring 2 961.065 986.729 (bedragen x € 1.000),voorstel_klopt
185,Pensioenkring Astellas (Stap),2025,aum_euro_bn,0.48,0.501943,ter_beoordeling,60,Beleggingen voor risico Pensioenkring Astellas 501.943 481.217 (bedragen x € 1.000),voorstel_klopt
187,Pensioenkring CRH (Hnp),2025,rente_afdekking_pct,75.4,72.7,ter_beoordeling,210,"De feitelĳke renteafdekking per ultimo 2025 bedroeg 72,7%",voorstel_klopt
187,Pensioenkring CRH (Hnp),2025,aum_euro_bn,0.925,0.835227,ter_beoordeling,15,Totaal beleggingen 835.227 (duizenden euro's),voorstel_klopt
188,Pensioenkring GE Nederland (Stap),2025,aum_euro_bn,0.672,0.686465,ter_beoordeling,63,Balans (bedragen x € 1.000) Beleggingen voor risico Pensioenkring GE Nederland 686.465 / 674.488,voorstel_klopt
189,Pensioenkring OWASE (Hnp),2025,rente_afdekking_pct,101.2,102.7,ter_beoordeling,239,"De feitelĳke afdekking per ultimo 2025 bedroeg 102,7%",voorstel_klopt
189,Pensioenkring OWASE (Hnp),2025,aum_euro_bn,0.974,0.924402,ter_beoordeling,18,Totaal beleggingen 924.402 1.005.534 (x EUR 1.000),voorstel_klopt
190,Pensioenkring PepsiCo (Hnp),2025,rente_afdekking_pct,104.0,102.4,ter_beoordeling,269,"De feitelĳke renteafdekking per ultimo 2025 bedroeg 102,4%",voorstel_klopt
190,Pensioenkring PepsiCo (Hnp),2025,aum_euro_bn,0.279,0.260363,ter_beoordeling,20,Totaal beleggingen 260.363 300.428 (x EUR 1.000),voorstel_klopt
191,Pensioenkring Randstad (Hnp),2025,rente_afdekking_pct,101.2,99.7,ter_beoordeling,295,"De feitelĳke afdekking per ultimo 2025 bedroeg 99,7%",voorstel_klopt
191,Pensioenkring Randstad (Hnp),2025,aum_euro_bn,0.895,0.849658,ter_beoordeling,22,Totaal beleggingen 849.658 918.764 (x EUR 1.000),voorstel_klopt
192,Pensioenkring Sweco (Hnp),2025,rente_afdekking_pct,100.6,99.8,ter_beoordeling,349,"De feitelĳke renteafdekking per ultimo 2025 bedroeg 99,8%, inclusief de indexatie van 0,60%",voorstel_klopt
192,Pensioenkring Sweco (Hnp),2025,aum_euro_bn,0.923,0.847521,ter_beoordeling,26,Totaal beleggingen 847.521 1.024.692 (x EUR 1.000),voorstel_klopt
194,Pensioenkring Wolters Kluwer NL (Hnp),2025,rente_afdekking_pct,84.4,88.8,ter_beoordeling,401,"De feitelĳke afdekking per ultimo 2025 bedroeg 88,8%. Die afwĳking valt iets buiten de toegestane bandbreedte",voorstel_klopt
194,Pensioenkring Wolters Kluwer NL (Hnp),2025,aum_euro_bn,1.123,1.06182,ter_beoordeling,30,Totaal beleggingen 1.061.820 (x EUR 1.000),voorstel_klopt
195,Pensioenkring Xerox (Hnp),2025,rente_afdekking_pct,85.7,83.0,ter_beoordeling,425,"De feitelĳke renteafdekking per ultimo 2025 bedroeg 83,0%",voorstel_klopt
195,Pensioenkring Xerox (Hnp),2025,aum_euro_bn,0.739,0.687713,ter_beoordeling,32,Totaal beleggingen 687.713 745.197 (x EUR 1.000),voorstel_klopt
207,Pensioenfonds British American Tobacco,2024,reele_dekkingsgraad_pct,,104.7,gevuld,5,"Wettelijke reële dekkingsgraad in % n.v.t. 104,7%",niet_nagelezen
210,Kring DB Evenwicht (Centraal Beheer),2025,rente_afdekking_pct,,65.0,gevuld,175,Wĳ gebruiken in de Kring DB Evenwicht een strategie waarbĳ 65% van de rentegevoeligheid van de pensioenverplichtingen op basis van de marktrente wordt afgedekt.,niet_te_bepalen
211,Kring DB Koopkracht (Centraal Beheer),2025,rente_afdekking_pct,,60.0,gevuld,158,Wĳ gebruiken in de Kring DB Koopkracht een strategie waarbĳ 60% van de rentegevoeligheid van de pensioenverplichtingen op basis van de marktrente wordt afgedekt.,niet_te_bepalen
212,Kring DB Premie (Centraal Beheer),2025,rente_afdekking_pct,,60.0,gevuld,121,Wĳ gebruiken in de Kring DB Premie een strategie waarbĳ 60% van de rentegevoeligheid van de pensioenverplichtingen op basis van de marktrente wordt afgedekt.,niet_te_bepalen
213,Kring DB Stabiliteit (Centraal Beheer),2025,rente_afdekking_pct,,90,gevuld,140,strategie waarbĳ 90% van de rentegevoeligheid van de pensioenverplichtingen op basis van de marktrente wordt afgedekt,niet_te_bepalen
214,Kring HPE (Centraal Beheer),2025,rente_afdekking_pct,,60,gevuld,309,strategie waarbĳ 60% van de rentegevoeligheid van de pensioenverplichtingen op basis van de marktrente wordt afgedekt,niet_te_bepalen
218,Kring Deutsche Bank Nederland (Centraal Beheer),2025,rente_afdekking_pct,,70,gevuld,376,strategie waarbĳ 70% van de rentegevoeligheid van de dekkingsgraad wordt afgedekt,niet_te_bepalen
219,Kring Grolsch (Centraal Beheer),2025,rente_afdekking_pct,,72.5,gevuld,397,"Wĳ maken voor de Kring Grolsch gebruik van een strategie waarbĳ 72,5% van de rentegevoeligheid van de dekkingsgraad wordt afgedekt.",niet_te_bepalen
220,Kring Chemours (Centraal Beheer),2025,rente_afdekking_pct,,80.0,gevuld,263,Wĳ maken voor de Kring Chemours gebruik van een strategie waarbĳ 80% van de rentegevoeligheid van de pensioenverplichtingen op basis van de marktrente wordt afgedekt.,niet_te_bepalen
221,Kring ESN (Centraal Beheer),2024,rente_afdekking_pct,,75,gevuld,355,In 2024 werd 75% van de rentegevoeligheid van de pensioenverplichtingen op basis van de marktrente afgedekt,niet_nagelezen
223,Kring Bavaria (Centraal Beheer),2025,rente_afdekking_pct,,65.0,gevuld,218,Het doel in 2025 was om 65% van de mutatie van de pensioenvoorziening als gevolg van een verandering van de marktrentecurve af te dekken.,niet_te_bepalen
227,Kring Holland Casino (Stap),2024,beleidsdekkingsgraad_pct,,128.8,gevuld,5,"Beleidsdekkingsgraad n.v.t. 128,8% 124,8%",niet_nagelezen
227,Kring Holland Casino (Stap),2024,reele_dekkingsgraad_pct,,95.3,gevuld,25,"Reële dekkingsgraad n.v.t. 95,3",niet_nagelezen
227,Kring Holland Casino (Stap),2024,vereiste_dekkingsgraad_pct,,123.0,gevuld,5,"Vereiste dekkingsgraad n.v.t. 123,0% 123,1%",niet_nagelezen
228,Kring IFF (Stap),2025,rente_afdekking_pct,,70.0,gevuld,28,"Gedurende 2025 is een vast niveau voor de strategische renterisico-afdekking van 70,0% gehanteerd.",niet_te_bepalen
238,Kring TotalEnergies NL (Stap),2024,beleggingsrendement_pct,,9.6,gevuld,5,"Beleggingsrendement Per jaar -4,1% 9,6%",niet_nagelezen
238,Kring TotalEnergies NL (Stap),2024,beleidsdekkingsgraad_pct,,120.8,gevuld,5,"Beleidsdekkingsgraad 124,4% 120,8%",niet_nagelezen
238,Kring TotalEnergies NL (Stap),2024,reele_dekkingsgraad_pct,,91.2,gevuld,23,"Reële dekkingsgraad 92,6 91,2",niet_nagelezen
238,Kring TotalEnergies NL (Stap),2024,vereiste_dekkingsgraad_pct,,119.4,gevuld,5,"Vereiste dekkingsgraad 119,1% 119,4%",niet_nagelezen
238,Kring TotalEnergies NL (Stap),2024,deelnemers_actief,,855,gevuld,5,Actieven en arbeidsongeschikten 841 855,niet_nagelezen
238,Kring TotalEnergies NL (Stap),2024,deelnemers_slapers,,497,gevuld,5,Gewezen deelnemers 526 497,niet_nagelezen
238,Kring TotalEnergies NL (Stap),2024,deelnemers_pensioengerechtigd,,545,gevuld,5,Pensioengerechtigden 560 545,niet_nagelezen
238,Kring TotalEnergies NL (Stap),2024,deelnemers_totaal,,1897,gevuld,5,Totaal 1.927 1.897,niet_nagelezen
239,Shell Nederland (SNPS),2025,beleidsdekkingsgraad_pct,,102.5,gevuld,20,"Feitelijke dekkingsgraad 102,5% (2024: 102,7%); p.69: 'De beleidsdekkingsgraad is gelijk aan de feitelijke dekkingsgraad.'",niet_te_bepalen
239,Shell Nederland (SNPS),2025,vereiste_dekkingsgraad_pct,,101.2,gevuld,20,"Minimaal vereiste dekkingsgraad 101,2%; p.69: 'De vereiste dekkingsgraad is gelijk aan de minimaal vereiste dekkingsgraad.'",niet_te_bepalen
239,Shell Nederland (SNPS),2024,beleidsdekkingsgraad_pct,,102.7,gevuld,20,"Feitelijke dekkingsgraad 102,5% (2024: 102,7%); p.69: 'De beleidsdekkingsgraad is gelijk aan de feitelijke dekkingsgraad.'",niet_te_bepalen
239,Shell Nederland (SNPS),2024,vereiste_dekkingsgraad_pct,,101.2,gevuld,20,"Minimaal vereiste dekkingsgraad 101,2%; p.69: 'De vereiste dekkingsgraad is gelijk aan de minimaal vereiste dekkingsgraad.'",niet_te_bepalen
